path,age,elderly
data\aligned_clean\90_0_0_20170111211332406.jpg.chip.jpg,90,1
data\aligned_clean\90_1_0_20170110182841384.jpg.chip.jpg,90,1
data\aligned_clean\75_0_1_20170117183723984.jpg.chip.jpg,75,1
data\aligned_clean\105_1_0_20170112213001988.jpg.chip.jpg,105,1
data\non_elderly\1_0_2_20161219142135209.jpg.chip.jpg,1,0
data\non_elderly\37_0_4_20170116204829478.jpg.chip.jpg,37,0
data\non_elderly\17_0_0_20170104230556561.jpg.chip.jpg,17,0
data\aligned_clean\60_0_0_20170111204805716.jpg.chip.jpg,60,1
data\aligned_clean\90_0_2_20170111210008312.jpg.chip.jpg,90,1
data\aligned_clean\85_0_0_20170110183613267.jpg.chip.jpg,85,1
data\non_elderly\25_0_3_20170119171618146.jpg.chip.jpg,25,0
data\non_elderly\59_0_0_20170120223101163.jpg.chip.jpg,59,0
data\aligned_clean\62_1_0_20170110140759145.jpg.chip.jpg,62,1
data\aligned_clean\76_0_0_20170111171747674.jpg.chip.jpg,76,1
data\non_elderly\23_1_0_20170116221715630.jpg.chip.jpg,23,0
data\non_elderly\51_0_0_20170117160756480.jpg.chip.jpg,51,0
data\non_elderly\25_1_1_20170117014005144.jpg.chip.jpg,25,0
data\non_elderly\16_0_0_20170110232245640.jpg.chip.jpg,16,0
data\non_elderly\28_0_0_20170104022908893.jpg.chip.jpg,28,0
data\non_elderly\43_1_0_20170103183354850.jpg.chip.jpg,43,0
data\non_elderly\33_0_0_20170117145924419.jpg.chip.jpg,33,0
data\non_elderly\38_1_1_20170116165625644.jpg.chip.jpg,38,0
data\aligned_clean\85_0_1_20170111211354288.jpg.chip.jpg,85,1
data\aligned_clean\75_0_0_20170117192054194.jpg.chip.jpg,75,1
data\aligned_clean\82_0_0_20170111211328431.jpg.chip.jpg,82,1
data\non_elderly\28_0_4_20170105162459467.jpg.chip.jpg,28,0
data\non_elderly\55_0_0_20170117135534039.jpg.chip.jpg,55,0
data\aligned_clean\72_1_0_20170110183416570.jpg.chip.jpg,72,1
data\non_elderly\29_0_2_20170116165939507.jpg.chip.jpg,29,0
data\aligned_clean\68_1_0_20170110141150729.jpg.chip.jpg,68,1
data\non_elderly\50_0_3_20170119205201920.jpg.chip.jpg,50,0
data\aligned_clean\80_0_0_20170111211508161.jpg.chip.jpg,80,1
data\non_elderly\34_0_0_20170117152424716.jpg.chip.jpg,34,0
data\non_elderly\31_0_2_20170116191346864.jpg.chip.jpg,31,0
data\non_elderly\45_0_3_20170119201729135.jpg.chip.jpg,45,0
data\non_elderly\52_0_0_20170120222910474.jpg.chip.jpg,52,0
data\non_elderly\50_0_0_20170117204826505.jpg.chip.jpg,50,0
data\non_elderly\23_1_2_20170104020053452.jpg.chip.jpg,23,0
data\non_elderly\31_0_3_20170119200052268.jpg.chip.jpg,31,0
data\non_elderly\57_1_2_20170109002542575.jpg.chip.jpg,57,0
data\non_elderly\10_1_0_20170109204931156.jpg.chip.jpg,10,0
data\non_elderly\14_0_3_20170104225245755.jpg.chip.jpg,14,0
data\non_elderly\29_0_0_20170104205704132.jpg.chip.jpg,29,0
data\aligned_clean\84_1_0_20170110160644158.jpg.chip.jpg,84,1
data\non_elderly\47_0_0_20170104184157446.jpg.chip.jpg,47,0
data\non_elderly\16_1_0_20170104013530988.jpg.chip.jpg,16,0
data\non_elderly\59_0_2_20170113190433215.jpg.chip.jpg,59,0
data\non_elderly\28_0_0_20170120134223574.jpg.chip.jpg,28,0
data\aligned_clean\68_1_0_20170110183835271.jpg.chip.jpg,68,1
data\non_elderly\59_0_4_20170117172237604.jpg.chip.jpg,59,0
data\non_elderly\56_0_3_20170119201957245.jpg.chip.jpg,56,0
data\non_elderly\18_0_1_20170114033130286.jpg.chip.jpg,18,0
data\aligned_clean\75_1_0_20170110181743217.jpg.chip.jpg,75,1
data\non_elderly\58_0_0_20170104185324437.jpg.chip.jpg,58,0
data\non_elderly\15_0_0_20170110231550866.jpg.chip.jpg,15,0
data\non_elderly\55_0_0_20170117185733289.jpg.chip.jpg,55,0
data\non_elderly\43_0_4_20170104174223892.jpg.chip.jpg,43,0
data\non_elderly\25_0_0_20170117151643003.jpg.chip.jpg,25,0
data\aligned_clean\78_0_0_20170111223832508.jpg.chip.jpg,78,1
data\aligned_clean\63_0_0_20170111171747613.jpg.chip.jpg,63,1
data\non_elderly\57_0_0_20170111171747492.jpg.chip.jpg,57,0
data\non_elderly\42_0_2_20170112215341080.jpg.chip.jpg,42,0
data\non_elderly\30_0_0_20170117120219701.jpg.chip.jpg,30,0
data\aligned_clean\80_0_0_20170117175546325.jpg.chip.jpg,80,1
data\aligned_clean\116_1_2_20170112220255503.jpg.chip.jpg,116,1
data\non_elderly\36_0_3_20170119201805435.jpg.chip.jpg,36,0
data\non_elderly\2_1_3_20161219224442584.jpg.chip.jpg,2,0
data\non_elderly\1_0_2_20161219200004228.jpg.chip.jpg,1,0
data\non_elderly\53_1_4_20170117204305136.jpg.chip.jpg,53,0
data\aligned_clean\73_0_1_20170117194721939.jpg.chip.jpg,73,1
data\non_elderly\7_0_0_20170110215321996.jpg.chip.jpg,7,0
data\non_elderly\51_0_0_20170117130112885.jpg.chip.jpg,51,0
data\non_elderly\22_1_3_20170105002128188.jpg.chip.jpg,22,0
data\non_elderly\31_0_3_20170104220255896.jpg.chip.jpg,31,0
data\aligned_clean\84_1_0_20170110180441394.jpg.chip.jpg,84,1
data\non_elderly\21_1_2_20170104021952837.jpg.chip.jpg,21,0
data\non_elderly\46_0_0_20170117190127107.jpg.chip.jpg,46,0
data\aligned_clean\69_1_0_20170110153425759.jpg.chip.jpg,69,1
data\non_elderly\45_0_0_20170104211648292.jpg.chip.jpg,45,0
data\non_elderly\19_1_0_20170103201812887.jpg.chip.jpg,19,0
data\aligned_clean\85_0_0_20170111210414353.jpg.chip.jpg,85,1
data\aligned_clean\85_0_2_20170111211021687.jpg.chip.jpg,85,1
data\aligned_clean\88_1_0_20170110183542726.jpg.chip.jpg,88,1
data\non_elderly\19_1_1_20170114030819891.jpg.chip.jpg,19,0
data\non_elderly\22_1_0_20170104165415377.jpg.chip.jpg,22,0
data\non_elderly\58_0_2_20170116193608936.jpg.chip.jpg,58,0
data\aligned_clean\64_1_0_20170110140833569.jpg.chip.jpg,64,1
data\aligned_clean\68_0_0_20170111221712885.jpg.chip.jpg,68,1
data\aligned_clean\65_1_0_20170110123555351.jpg.chip.jpg,65,1
data\non_elderly\51_0_0_20170117160807782.jpg.chip.jpg,51,0
data\non_elderly\39_0_2_20170104210153244.jpg.chip.jpg,39,0
data\aligned_clean\62_1_0_20170110173810498.jpg.chip.jpg,62,1
data\aligned_clean\77_1_0_20170110131558278.jpg.chip.jpg,77,1
data\non_elderly\22_1_1_20170113010358791.jpg.chip.jpg,22,0
data\aligned_clean\89_0_1_20170117194109597.jpg.chip.jpg,89,1
data\non_elderly\34_1_3_20170119200906387.jpg.chip.jpg,34,0
data\non_elderly\53_0_0_20170104184415133.jpg.chip.jpg,53,0
data\non_elderly\29_0_0_20170117202637960.jpg.chip.jpg,29,0
data\non_elderly\6_1_1_20170117193241163.jpg.chip.jpg,6,0
data\non_elderly\45_1_0_20170117183404676.jpg.chip.jpg,45,0
data\non_elderly\59_0_0_20170116221951890.jpg.chip.jpg,59,0
data\non_elderly\3_1_2_20161219204608087.jpg.chip.jpg,3,0
data\non_elderly\42_1_4_20170103225757192.jpg.chip.jpg,42,0
data\non_elderly\51_1_0_20170117160938079.jpg.chip.jpg,51,0
data\non_elderly\34_0_2_20170105173641996.jpg.chip.jpg,34,0
data\aligned_clean\72_1_0_20170110160644063.jpg.chip.jpg,72,1
data\non_elderly\46_0_1_20170117185815162.jpg.chip.jpg,46,0
data\non_elderly\26_1_0_20170104021504132.jpg.chip.jpg,26,0
data\non_elderly\7_1_2_20161219193454051.jpg.chip.jpg,7,0
data\aligned_clean\90_0_2_20170111210740854.jpg.chip.jpg,90,1
data\non_elderly\37_0_0_20170104011358104.jpg.chip.jpg,37,0
data\non_elderly\19_1_4_20170103234123155.jpg.chip.jpg,19,0
data\non_elderly\29_1_0_20170104172544539.jpg.chip.jpg,29,0
data\non_elderly\39_1_0_20170104210047180.jpg.chip.jpg,39,0
data\non_elderly\25_0_3_20170119171240216.jpg.chip.jpg,25,0
data\non_elderly\10_0_0_20170117175625724.jpg.chip.jpg,10,0
data\non_elderly\39_0_0_20170104181221245.jpg.chip.jpg,39,0
data\aligned_clean\90_0_2_20170110183643228.jpg.chip.jpg,90,1
data\non_elderly\10_0_0_20161220222308131.jpg.chip.jpg,10,0
data\non_elderly\52_0_3_20170104214700621.jpg.chip.jpg,52,0
data\aligned_clean\62_1_0_20170110141039449.jpg.chip.jpg,62,1
data\non_elderly\45_0_3_20170119202700364.jpg.chip.jpg,45,0
data\non_elderly\30_1_2_20170116162557654.jpg.chip.jpg,30,0
data\aligned_clean\62_0_0_20170111210035323.jpg.chip.jpg,62,1
data\aligned_clean\65_0_0_20170111200641250.jpg.chip.jpg,65,1
data\non_elderly\49_1_1_20170104005312671.jpg.chip.jpg,49,0
data\non_elderly\57_1_0_20170109220740803.jpg.chip.jpg,57,0
data\non_elderly\14_0_3_20170104225858160.jpg.chip.jpg,14,0
data\non_elderly\25_0_0_20170114024601058.jpg.chip.jpg,25,0
data\aligned_clean\90_0_0_20170111211402785.jpg.chip.jpg,90,1
data\non_elderly\40_0_0_20170117182937462.jpg.chip.jpg,40,0
data\non_elderly\23_0_0_20170116221018206.jpg.chip.jpg,23,0
